transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
1464,04/12/2023,09:19:10,6,2,Utrecht,3.25,Tea,Chai tea
1465,04/12/2023,09:45:05,5,2,Utrecht,4.25,Coffee,Syrup coffee
1466,04/15/2023,15:54:12,5,2,Utrecht,3.5,Bakery,Pie
1467,04/15/2023,08:56:42,4,3,Eindhoven,3.5,Coffee,Milk coffee
1468,04/14/2023,08:06:49,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1469,04/11/2023,17:50:49,1,1,Amsterdam,2.0,Coffee,Black coffee
1470,04/11/2023,09:28:48,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1471,04/14/2023,11:56:51,1,1,Amsterdam,3.0,Bakery,Scone
1472,04/16/2023,17:12:36,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1473,04/11/2023,19:47:21,2,3,Eindhoven,3.0,Bakery,Scone
1474,04/10/2023,18:31:24,2,1,Amsterdam,3.5,Coffee,Milk coffee
1475,04/11/2023,10:06:57,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1476,04/16/2023,16:59:38,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1477,04/11/2023,18:58:15,1,2,Utrecht,3.25,Tea,Chai tea
1478,04/15/2023,17:19:04,2,3,Eindhoven,3.0,Bakery,Scone
1479,04/12/2023,08:08:16,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1480,04/13/2023,10:02:58,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1481,04/15/2023,18:01:20,2,,Utrecht,4.5,Chocolate,Hot chocolate
1482,04/11/2023,08:23:31,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1483,04/12/2023,09:28:34,1,3,Eindhoven,3.5,Bakery,Pie
1484,04/10/2023,15:20:45,1,2,Utrecht,2.0,Coffee,Black coffee
1485,04/14/2023,16:27:11,3,2,Utrecht,3.25,Tea,Chai tea
1486,04/14/2023,17:35:26,2,3,Eindhoven,3.0,Tea,Black tea
1487,04/12/2023,10:01:43,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1488,04/11/2023,06:57:41,5,1,Amsterdam,3.5,Tea,Herbal tea
1489,04/16/2023,11:54:29,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1490,04/12/2023,06:23:52,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1491,04/16/2023,11:00:30,3,2,Utrecht,3.25,Tea,Chai tea
1492,04/11/2023,08:08:23,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1493,04/10/2023,11:55:34,1,2,Utrecht,3.5,Tea,Herbal tea
1494,04/14/2023,13:46:28,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1495,04/12/2023,12:18:25,1,1,Amsterdam,3.5,Coffee,Milk coffee
1496,04/13/2023,08:26:44,2,3,Eindhoven,3.5,Coffee,Milk coffee
1497,04/16/2023,08:34:23,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1498,04/14/2023,09:35:09,1,2,Utrecht,3.75,Bakery,Sandwich
1499,04/12/2023,10:31:20,1,1,Amsterdam,2.0,Coffee,Black coffee
1500,04/16/2023,15:20:12,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1501,04/15/2023,09:51:01,4,3,Eindhoven,3.75,Bakery,Sandwich
1502,04/11/2023,14:40:57,3,2,Utrecht,3.5,Bakery,Pie
1503,04/14/2023,08:54:50,3,1,Amsterdam,3.75,Bakery,Sandwich
1504,04/14/2023,14:53:28,3,1,Amsterdam,3.0,Bakery,Scone
1505,04/14/2023,19:15:59,3,1,Amsterdam,3.75,Bakery,Sandwich
1506,04/15/2023,11:33:49,1,2,Utrecht,3.0,Bakery,Scone
1507,04/11/2023,10:33:17,1,2,Utrecht,3.5,Coffee,Milk coffee
1508,04/14/2023,10:23:15,2,2,Utrecht,4.25,Coffee,Syrup coffee
1509,04/13/2023,08:43:35,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1510,04/15/2023,10:45:18,2,1,Amsterdam,3.5,Coffee,Milk coffee
1511,04/14/2023,09:42:32,3,2,Utrecht,3.75,Bakery,Sandwich
1512,04/10/2023,09:13:31,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1513,04/14/2023,10:20:40,4,1,Amsterdam,3.75,Bakery,Sandwich
1514,04/14/2023,11:13:35,1,,Utrecht,3.5,Bakery,Pie
1515,04/10/2023,10:20:49,2,3,Eindhoven,2.0,Coffee,Black coffee
1516,04/14/2023,09:18:31,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1517,04/13/2023,13:44:47,1,2,Utrecht,3.0,Bakery,Scone
1518,04/11/2023,18:23:31,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1519,04/14/2023,08:08:12,4,1,Amsterdam,3.15,Tea,Green tea
1520,04/13/2023,17:11:15,1,1,Amsterdam,3.5,Bakery,Pie
1521,04/13/2023,12:24:30,2,2,Utrecht,3.0,Bakery,Scone
1522,04/16/2023,15:54:21,1,2,Utrecht,3.15,Tea,Green tea
1523,04/13/2023,06:25:36,2,2,Utrecht,3.25,Tea,Chai tea
1524,04/13/2023,16:07:22,5,2,Utrecht,3.25,Tea,Chai tea
1525,04/14/2023,08:30:26,1,2,Utrecht,3.5,Bakery,Pie
1526,04/10/2023,08:21:57,2,3,Eindhoven,3.25,Tea,Chai tea
1527,04/12/2023,17:57:02,1,2,Utrecht,3.5,Tea,Herbal tea
1528,04/10/2023,06:07:57,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1529,04/11/2023,13:42:28,3,1,Amsterdam,3.5,Tea,Herbal tea
1530,04/16/2023,10:44:43,2,2,Utrecht,3.5,Tea,Herbal tea
1531,04/15/2023,08:06:46,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1532,04/16/2023,11:34:07,2,1,Amsterdam,3.15,Tea,Green tea
1533,04/11/2023,17:01:51,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1534,04/15/2023,09:25:10,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1535,04/15/2023,11:12:13,6,2,Utrecht,3.25,Tea,Chai tea
1536,04/13/2023,11:05:08,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1537,04/16/2023,16:56:04,1,,Utrecht,3.75,Bakery,Sandwich
1538,04/12/2023,10:04:05,1,2,Utrecht,3.25,Tea,Chai tea
1539,04/12/2023,09:37:23,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1540,04/10/2023,15:38:01,1,1,Amsterdam,3.75,Bakery,Sandwich
1541,04/12/2023,09:48:46,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1542,04/10/2023,14:56:55,1,3,Eindhoven,2.0,Coffee,Black coffee
1543,04/15/2023,12:46:37,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1544,04/13/2023,08:15:38,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1545,04/16/2023,14:13:49,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1546,04/14/2023,12:10:55,2,1,Amsterdam,3.5,Bakery,Pie
1547,04/11/2023,09:50:22,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1548,04/15/2023,08:09:21,2,1,Amsterdam,3.5,Bakery,Pie
1549,04/12/2023,16:44:10,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1550,04/13/2023,11:31:12,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1551,04/14/2023,08:31:27,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1552,04/10/2023,18:24:32,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1553,04/15/2023,08:56:47,2,2,Utrecht,3.75,Bakery,Sandwich
1554,04/10/2023,10:40:58,1,,Utrecht,4.5,Chocolate,Hot chocolate
1555,04/14/2023,06:50:22,3,2,Utrecht,3.0,Bakery,Scone
1556,04/13/2023,13:42:04,1,1,Amsterdam,3.0,Bakery,Scone
1557,04/14/2023,19:04:02,1,2,Utrecht,3.0,Bakery,Scone
1558,04/11/2023,09:20:14,4,2,Utrecht,3.5,Tea,Herbal tea
1559,04/12/2023,14:31:15,1,2,Utrecht,3.5,Bakery,Pie
1560,04/10/2023,13:21:19,2,2,Utrecht,3.0,Tea,Black tea
1561,04/11/2023,09:52:40,2,2,Utrecht,3.5,Bakery,Pie
1562,04/12/2023,08:50:56,1,2,Utrecht,3.0,Tea,Black tea
1563,04/11/2023,12:15:46,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1564,04/10/2023,08:22:43,1,3,Eindhoven,3.5,Bakery,Pie
1565,04/15/2023,10:54:35,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1566,04/12/2023,17:26:39,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1567,04/15/2023,11:28:03,1,1,Amsterdam,2.0,Coffee,Black coffee
1568,04/16/2023,17:00:25,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1569,04/13/2023,19:24:05,5,2,Utrecht,4.25,Coffee,Syrup coffee
1570,04/14/2023,08:58:46,2,2,Utrecht,3.5,Coffee,Milk coffee
1571,04/11/2023,13:13:46,4,1,Amsterdam,3.5,Bakery,Pie
1572,04/10/2023,09:56:37,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
1573,04/11/2023,14:34:28,3,2,Utrecht,3.25,Tea,Chai tea
1574,04/16/2023,09:54:52,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1575,04/13/2023,19:29:25,1,1,Amsterdam,3.0,Tea,Black tea
1576,04/16/2023,09:02:38,2,2,Utrecht,2.0,Coffee,Black coffee
1577,04/16/2023,10:49:35,1,1,Amsterdam,3.5,Bakery,Pie
1578,04/11/2023,17:24:12,2,2,Utrecht,3.15,Tea,Green tea
1579,04/11/2023,11:11:36,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1580,04/13/2023,08:59:47,1,2,Utrecht,3.0,Bakery,Scone
1581,04/15/2023,10:17:44,3,3,Eindhoven,3.5,Coffee,Milk coffee
1582,04/13/2023,15:46:20,2,2,Utrecht,3.5,Tea,Herbal tea
1583,04/15/2023,13:37:15,2,3,Eindhoven,3.75,Bakery,Sandwich
1584,04/10/2023,19:56:47,1,2,Utrecht,3.5,Coffee,Milk coffee
1585,04/12/2023,13:15:01,2,1,Amsterdam,3.15,Tea,Green tea
1586,04/16/2023,11:57:49,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1587,04/15/2023,16:51:56,2,2,Utrecht,3.25,Tea,Chai tea
1588,04/13/2023,08:21:00,1,3,Eindhoven,2.0,Coffee,Black coffee
1589,04/12/2023,06:21:26,2,2,Utrecht,2.0,Coffee,Black coffee
1590,04/14/2023,08:01:10,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1591,04/10/2023,19:44:10,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1592,04/13/2023,09:48:01,1,,Utrecht,4.5,Chocolate,Hot chocolate
1593,04/12/2023,10:56:28,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1594,04/11/2023,16:32:06,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1595,04/15/2023,11:44:36,1,3,Eindhoven,3.5,Tea,Herbal tea
1596,04/16/2023,06:27:59,1,2,Utrecht,3.5,Bakery,Pie
1597,04/14/2023,15:29:07,1,2,Utrecht,3.5,Bakery,Pie
1598,04/13/2023,19:25:06,2,1,Amsterdam,3.25,Tea,Chai tea
1599,04/16/2023,14:41:23,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1600,04/12/2023,07:04:31,1,2,Utrecht,3.15,Tea,Green tea
1601,04/15/2023,06:54:13,2,2,Utrecht,4.25,Coffee,Syrup coffee
1602,04/11/2023,11:24:04,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1603,04/10/2023,07:34:14,4,1,Amsterdam,3.0,Bakery,Scone
1604,04/13/2023,14:08:03,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1605,04/16/2023,10:26:03,1,1,Amsterdam,3.0,Bakery,Scone
1606,04/14/2023,12:18:11,3,2,Utrecht,3.0,Bakery,Scone
1607,04/16/2023,07:59:51,1,1,Amsterdam,3.15,Tea,Green tea
1608,04/13/2023,19:17:11,6,1,Amsterdam,3.0,Bakery,Scone
1609,04/14/2023,16:53:45,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1610,04/11/2023,18:15:07,3,2,Utrecht,3.5,Tea,Herbal tea
1611,04/13/2023,15:39:26,2,2,Utrecht,3.0,Bakery,Scone
1612,04/11/2023,11:39:16,1,2,Utrecht,3.75,Bakery,Sandwich
1613,04/12/2023,14:54:16,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1614,04/13/2023,09:54:06,2,3,Eindhoven,3.0,Bakery,Scone
1615,04/13/2023,14:19:09,1,3,Eindhoven,3.75,Bakery,Sandwich
1616,04/13/2023,09:12:00,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1617,04/15/2023,10:50:42,6,3,Eindhoven,3.0,Bakery,Scone
1618,04/14/2023,18:56:05,2,1,Amsterdam,3.15,Tea,Green tea
1619,04/15/2023,13:01:24,2,1,Amsterdam,3.5,Coffee,Milk coffee
1620,04/13/2023,10:22:35,2,2,Utrecht,3.5,Coffee,Milk coffee
1621,04/14/2023,14:05:20,4,1,Amsterdam,3.5,Coffee,Milk coffee
1622,04/13/2023,11:15:39,3,2,Utrecht,3.75,Bakery,Sandwich
1623,04/14/2023,17:09:25,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1624,04/16/2023,18:11:46,2,2,Utrecht,3.5,Coffee,Milk coffee
1625,04/15/2023,16:19:09,1,2,Utrecht,3.5,Coffee,Milk coffee
1626,04/15/2023,13:40:09,1,3,Eindhoven,3.75,Bakery,Sandwich
1627,04/16/2023,14:57:59,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1628,04/13/2023,09:01:19,1,2,Utrecht,3.0,Bakery,Scone
1629,04/15/2023,16:49:13,2,2,Utrecht,3.0,Bakery,Scone
1630,04/13/2023,18:59:02,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1631,04/11/2023,12:14:47,2,2,Utrecht,3.5,Tea,Herbal tea
1632,04/13/2023,14:12:58,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1633,04/12/2023,09:59:56,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1634,04/13/2023,06:23:07,2,3,Eindhoven,3.75,Bakery,Sandwich
1635,04/12/2023,17:18:30,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1636,04/15/2023,19:04:01,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1637,04/13/2023,18:52:04,1,1,Amsterdam,3.0,Bakery,Scone
1638,04/14/2023,18:50:50,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1639,04/13/2023,18:51:17,1,3,Eindhoven,3.5,Tea,Herbal tea
1640,04/16/2023,06:28:00,3,1,Amsterdam,3.5,Bakery,Pie
1641,04/15/2023,10:54:23,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1642,04/13/2023,10:52:03,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1643,04/12/2023,14:02:37,2,2,Utrecht,3.0,Bakery,Scone
1644,04/15/2023,10:46:42,3,3,Eindhoven,3.0,Tea,Black tea
1645,04/15/2023,14:02:23,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1646,04/15/2023,19:26:10,1,3,Eindhoven,3.75,Bakery,Sandwich
1647,04/12/2023,19:07:42,1,1,Amsterdam,3.5,Bakery,Pie
1648,04/13/2023,10:18:52,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
1649,04/15/2023,10:00:23,2,3,Eindhoven,3.25,Tea,Chai tea
1650,04/11/2023,16:41:57,1,2,Utrecht,3.75,Bakery,Sandwich
1651,04/12/2023,17:18:18,2,2,Utrecht,3.5,Tea,Herbal tea
1652,04/16/2023,06:16:51,1,3,Eindhoven,3.0,Bakery,Scone
1653,04/14/2023,19:41:31,5,1,Amsterdam,3.25,Tea,Chai tea
1654,04/15/2023,11:55:55,4,2,Utrecht,6.3,Coffee,Organic blended coffee
1655,04/15/2023,09:00:30,1,2,Utrecht,2.0,Coffee,Black coffee
1656,04/11/2023,08:37:04,2,2,Utrecht,3.25,Tea,Chai tea
1657,04/16/2023,18:34:03,1,1,Amsterdam,3.5,Tea,Herbal tea
1658,04/12/2023,16:16:20,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1659,04/13/2023,09:12:04,1,1,Amsterdam,3.25,Tea,Chai tea
1660,04/13/2023,15:44:01,1,2,Utrecht,3.25,Tea,Chai tea
1661,04/12/2023,17:34:15,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1662,04/12/2023,10:36:49,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1663,04/11/2023,10:00:18,4,3,Eindhoven,3.15,Tea,Green tea
1664,04/11/2023,19:18:34,2,3,Eindhoven,3.5,Tea,Herbal tea
1665,04/15/2023,08:30:12,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1666,04/10/2023,16:52:07,1,2,Utrecht,3.5,Bakery,Pie
1667,04/16/2023,06:19:40,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1668,04/10/2023,10:25:21,2,1,Amsterdam,3.0,Bakery,Scone
1669,04/12/2023,07:15:24,3,1,Amsterdam,3.0,Bakery,Scone
1670,04/13/2023,11:46:40,1,3,Eindhoven,3.75,Bakery,Sandwich
1671,04/15/2023,14:59:55,1,1,Amsterdam,3.25,Tea,Chai tea
1672,04/13/2023,10:33:25,2,2,Utrecht,4.25,Coffee,Syrup coffee
1673,04/12/2023,11:38:13,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1674,04/15/2023,12:01:34,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1675,04/12/2023,08:57:18,3,3,Eindhoven,2.0,Coffee,Black coffee
1676,04/15/2023,09:27:09,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1677,04/15/2023,11:41:42,1,1,Amsterdam,3.5,Coffee,Milk coffee
1678,04/15/2023,15:32:38,2,2,Utrecht,4.25,Coffee,Syrup coffee
1679,04/16/2023,13:34:16,1,1,Amsterdam,3.75,Bakery,Sandwich
1680,04/16/2023,10:38:46,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1681,04/14/2023,14:10:33,3,2,Utrecht,3.0,Bakery,Scone
1682,04/16/2023,15:11:56,2,1,Amsterdam,3.0,Bakery,Scone
1683,04/13/2023,08:53:51,3,1,Amsterdam,4.25,Coffee,Syrup coffee
1684,04/15/2023,07:55:02,2,3,Eindhoven,3.5,Bakery,Pie
1685,04/15/2023,10:59:55,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1686,04/10/2023,07:50:28,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1687,04/11/2023,14:36:03,4,1,Amsterdam,6.3,Coffee,Organic blended coffee
1688,04/15/2023,10:41:40,2,,Utrecht,3.5,Bakery,Pie
1689,04/15/2023,11:05:02,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1690,04/11/2023,15:38:03,1,1,Amsterdam,3.0,Tea,Black tea
1691,04/12/2023,09:14:43,1,3,Eindhoven,3.5,Coffee,Milk coffee
1692,04/15/2023,18:14:44,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1693,04/15/2023,08:14:29,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1694,04/15/2023,09:02:30,2,3,Eindhoven,3.5,Bakery,Pie
1695,04/15/2023,09:29:34,6,3,Eindhoven,3.5,Bakery,Pie
1696,04/11/2023,12:07:31,1,3,Eindhoven,3.15,Tea,Green tea
1697,04/15/2023,19:15:37,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1698,04/15/2023,10:55:25,2,3,Eindhoven,3.5,Coffee,Milk coffee
1699,04/10/2023,11:06:28,4,2,Utrecht,3.5,Coffee,Milk coffee
1700,04/11/2023,14:08:38,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1701,04/11/2023,17:48:36,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1702,04/15/2023,16:01:03,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1703,04/16/2023,13:39:15,2,2,Utrecht,3.5,Bakery,Pie
1704,04/13/2023,16:04:12,2,2,Utrecht,3.0,Bakery,Scone
1705,04/13/2023,08:09:17,2,3,Eindhoven,4.25,Coffee,Syrup coffee
1706,04/11/2023,10:50:34,2,2,Utrecht,4.25,Coffee,Syrup coffee
1707,04/10/2023,11:50:35,3,2,Utrecht,6.3,Coffee,Organic blended coffee
1708,04/16/2023,09:50:35,1,1,Amsterdam,3.0,Bakery,Scone
1709,04/13/2023,13:59:41,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1710,04/10/2023,09:36:56,2,2,Utrecht,3.5,Tea,Herbal tea
1711,04/15/2023,11:44:25,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1712,04/16/2023,11:41:42,3,1,Amsterdam,3.0,Bakery,Scone
1713,04/15/2023,15:05:24,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1714,04/15/2023,18:14:52,2,3,Eindhoven,3.5,Coffee,Milk coffee
1715,04/15/2023,12:28:26,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1716,04/13/2023,14:01:37,2,2,Utrecht,2.0,Coffee,Black coffee
1717,04/13/2023,13:06:14,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1718,04/16/2023,15:42:12,1,3,Eindhoven,3.0,Tea,Black tea
1719,04/15/2023,14:12:13,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1720,04/14/2023,10:13:45,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1721,04/16/2023,19:57:28,3,3,Eindhoven,4.25,Coffee,Syrup coffee
1722,04/15/2023,15:07:09,1,2,Utrecht,3.75,Bakery,Sandwich
1723,04/11/2023,11:02:35,2,2,Utrecht,3.5,Coffee,Milk coffee
1724,04/15/2023,16:53:56,3,2,Utrecht,3.15,Tea,Green tea
1725,04/16/2023,18:04:59,2,2,Utrecht,3.5,Tea,Herbal tea
1726,04/13/2023,12:14:35,1,3,Eindhoven,2.0,Coffee,Black coffee
1727,04/16/2023,14:42:34,1,2,Utrecht,4.25,Coffee,Syrup coffee
1728,04/10/2023,09:33:33,1,2,Utrecht,3.5,Coffee,Milk coffee
1729,04/11/2023,06:03:09,1,2,Utrecht,3.25,Tea,Chai tea
1730,04/16/2023,14:31:09,4,1,Amsterdam,3.5,Coffee,Milk coffee
1731,04/14/2023,18:31:10,1,3,Eindhoven,3.0,Bakery,Scone
1732,04/12/2023,08:14:51,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1733,04/15/2023,08:13:35,1,2,Utrecht,3.5,Coffee,Milk coffee
1734,04/12/2023,08:42:55,2,2,Utrecht,3.5,Bakery,Pie
1735,04/11/2023,10:02:30,2,3,Eindhoven,2.0,Coffee,Black coffee
1736,04/13/2023,08:20:38,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1737,04/13/2023,10:46:51,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1738,04/14/2023,10:37:26,2,3,Eindhoven,3.75,Bakery,Sandwich
1739,04/12/2023,12:17:27,1,1,Amsterdam,2.0,Coffee,Black coffee
1740,04/14/2023,09:37:20,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1741,04/14/2023,08:38:27,4,3,Eindhoven,6.3,Coffee,Organic blended coffee
1742,04/12/2023,11:50:45,4,2,Utrecht,3.5,Tea,Herbal tea
1743,04/16/2023,11:59:35,1,1,Amsterdam,3.75,Bakery,Sandwich
1744,04/14/2023,11:37:36,1,1,Amsterdam,3.0,Tea,Black tea
1745,04/14/2023,10:51:04,1,1,Amsterdam,3.0,Bakery,Scone
1746,04/10/2023,08:27:32,2,3,Eindhoven,3.0,Bakery,Scone
1747,04/12/2023,10:16:39,1,1,Amsterdam,3.0,Bakery,Scone
1748,04/16/2023,17:38:19,3,2,Utrecht,2.0,Coffee,Black coffee
1749,04/15/2023,09:03:53,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1750,04/15/2023,18:34:47,4,1,Amsterdam,2.0,Coffee,Black coffee
1751,04/16/2023,11:09:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1752,04/10/2023,18:02:42,1,3,Eindhoven,3.0,Tea,Black tea
1753,04/15/2023,10:55:47,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1754,04/15/2023,07:24:43,5,2,Utrecht,3.0,Bakery,Scone
1755,04/15/2023,09:37:10,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1756,04/10/2023,19:56:13,4,2,Utrecht,3.5,Bakery,Pie
1757,04/16/2023,14:01:40,1,3,Eindhoven,3.15,Tea,Green tea
1758,04/13/2023,16:52:12,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1759,04/15/2023,11:24:09,1,2,Utrecht,3.75,Bakery,Sandwich
1760,04/15/2023,10:01:26,3,2,Utrecht,3.5,Bakery,Pie
1761,04/11/2023,19:44:39,2,2,Utrecht,3.0,Tea,Black tea
1762,04/14/2023,11:32:08,2,2,Utrecht,3.0,Tea,Black tea
1763,04/16/2023,11:40:49,3,2,Utrecht,3.75,Bakery,Sandwich
1764,04/11/2023,17:58:13,1,2,Utrecht,3.75,Bakery,Sandwich
1765,04/15/2023,08:50:16,1,1,Amsterdam,3.25,Tea,Chai tea
1766,04/11/2023,18:28:46,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1767,04/15/2023,09:06:45,2,2,Utrecht,3.5,Tea,Herbal tea
1768,04/13/2023,19:54:29,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1769,04/14/2023,11:36:04,2,3,Eindhoven,2.0,Coffee,Black coffee
1770,04/15/2023,11:27:56,2,2,Utrecht,3.5,Bakery,Pie
1771,04/14/2023,14:47:59,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
1772,04/11/2023,10:50:06,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1773,04/10/2023,17:55:45,3,2,Utrecht,6.3,Coffee,Organic blended coffee
1774,04/12/2023,09:11:44,2,2,Utrecht,3.5,Bakery,Pie
1775,,14:57:02,5,1,Amsterdam,3.5,Tea,Herbal tea
1776,04/13/2023,12:13:39,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1777,04/14/2023,16:29:08,1,2,Utrecht,3.5,Bakery,Pie
1778,04/13/2023,11:21:11,1,2,Utrecht,3.75,Bakery,Sandwich
1779,04/16/2023,16:36:27,2,1,Amsterdam,3.5,Coffee,Milk coffee
1780,04/11/2023,11:05:30,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1781,04/11/2023,08:54:21,2,2,Utrecht,3.0,Bakery,Scone
1782,04/11/2023,11:00:44,2,1,Amsterdam,3.0,Bakery,Scone
1783,04/16/2023,14:37:33,2,2,Utrecht,3.75,Bakery,Sandwich
1784,04/15/2023,09:15:23,2,3,Eindhoven,3.5,Bakery,Pie
1785,04/16/2023,08:45:29,1,,Eindhoven,3.5,Coffee,Milk coffee
1786,04/10/2023,18:24:58,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1787,04/14/2023,08:08:06,1,2,Utrecht,3.75,Bakery,Sandwich
1788,04/16/2023,14:08:57,2,1,Amsterdam,3.5,Coffee,Milk coffee
1789,04/14/2023,18:27:55,2,2,Utrecht,3.0,Bakery,Scone
1790,04/11/2023,06:17:46,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1791,04/16/2023,08:39:44,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1792,04/13/2023,11:49:48,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1793,04/11/2023,10:08:38,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1794,04/12/2023,11:49:49,1,1,Amsterdam,3.5,Bakery,Pie
